id,gold,pred,text,votes,top_votes,K,confidence,correct
149,NaturalPlace,NaturalPlace,Q'ara Quta (Potosí).  Q'ara Quta (Aymara q'ara bare bald quta lake bare lake hispanicized spellings Khara Kkota) is a Bolivian lake in the Potosí Department Chayanta Province Pocoata Municipality.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
150,Animal,Animal,Thitarodes yadongensis.  Thitarodes yadongensis is a species of moths of the family Hepialidae. It is found in China.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
151,Village,NaturalPlace,Maqut.  Maqut (Persian: ماقوت‎ also Romanized as Māqūt; also known as Māh-i-Kūt) is a village in Khvor Khvoreh Rural District in the Central District of Bijar County Kurdistan Province Iran. At the 2006 census its population was 100 in 22 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
152,Artist,Artist,Alexander Stirling Calder.  Alexander Stirling Calder (January 11 1870 in Philadelphia Pennsylvania – January 7 1945) was an American sculptor and teacher. Son of the sculptor Alexander Milne Calder and father of the sculptor Alexander (Sandy) Calder his best-known works are George Washington as President on the Washington Square Arch in New York City the Swann Memorial Fountain in Philadelphia and the Leif Eriksson Memorial in Reykjavík Iceland.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
153,NaturalPlace,NaturalPlace,Tons River.  The Tons is the largest tributary of the Yamuna and flows through Garhwal region in Uttarakhand touching Himachal Pradesh. The Tons thrust is named after this river.Its source lies in the 20720 ft (6315 meters)) high Bandarpunch mountain and is one of the most major perennial Indian Himalayan rivers. In fact it carries more water than the Yamuna itself which its meets below Kalsi near Dehradun Uttarakhand.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
154,Animal,Animal,Hagnagora anicata.  Hagnagora anicata is a species of moth of the family Geometridae. It is a species complex with a range that extends from Mexico to Bolivia and east into western Venezuela paralleling the Andes. A population occurs on Jamaica.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
155,Athlete,Athlete,Nichlas Torp.  Nichlas Torp (born April 10 1989 in Jönköping) is a Swedish ice hockey player. He is currently playing with Modo Hockey in the Elitserien. He was drafted by the Montreal Canadiens in the sixth round of the 2007 NHL Entry Draft 163rd overall.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 1, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
156,Athlete,Athlete,Umaru Bangura.  Umaru Bangura (born October 7 1987) is a Sierra Leonean international footballer. He is a central defender who can also operate in midfield. Bangura currently plays for Dinamo Minsk in Belarusian Premier League and for the Leone Stars Sierra Leone national football team.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 1, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
157,Album,Album,Step into My World EP.  The Step Into My World EP features the Perfecto remix by Paul Oakenfold and Steve Osborne. It reached top 20 in the UK Singles Charts.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 1, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
158,WrittenWork,WrittenWork,Aesthetic Surgery Journal.  Aesthetic Surgery Journal is a peer-reviewed medical journal that covers the field of plastic surgery. The journal's editor-in-chief is Foad Nahai (Emory University School of Medicine).,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,1
159,NaturalPlace,NaturalPlace,Lac d'Isabe.  Lac d'Isabe is a lake in Pyrénées Pyrénées-Atlantiques France. At an elevation of 1925 m its surface area is 0.073 km².Lac d'Isabe is in the commune of Laruns in Ossau Valley.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
160,MeanOfTransportation,MeanOfTransportation,USS Speed (AM-116).  USS Speed (AM-116) was an Auk-class minesweeper acquired by the United States Navy for the dangerous task of removing mines from minefields laid in the water to prevent ships from passing.Speed was laid down at Cleveland Ohio on 17 November 1941 by the American Ship Building Company launched on 18 April 1942 and commissioned on 15 October 1942 Comdr. Ernest L. Posey in command.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 1, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
161,Plant,Plant,Matthiola longipetala.  Night-scented Stock also known as Evening Stock (syn. Cheiranthus longipetalus Vent. Matthiola bicornis Matthiola longipetala subsp. bicornis and Matthiola oxyceras DC.) is a species of ornamental plant.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
162,Film,Film,Raakilipattu.  Raakilipaatu (Malayalam: രാക്കിളിപ്പാട്ടു്) is a 2007 Malayalam film directed by Priyadarshan based on the 1999 Marathi film Bindhaast. It stars Jyothika Sharbani Mukherjee Tabu and Lakshmi. The music was composed by Vidyasagar. Originally planned to be made as a bilingual in Tamil and in Malayalam the film released first in 2000 in Tamil only as Snegithiye while the Malayalam version as well as the dubbed Hindi version Friendship released only seven years later.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
163,Album,Album,The Sermon on Exposition Boulevard.  The Sermon on Exposition Boulevard is an album by American singer-songwriter Rickie Lee Jones released in February 2007 on the independent New West label. It was produced by Lee Cantelon Peter Atanasoff and Rob Schnapf.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 1, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
164,Company,Company,Housing and Commerce Bank.  The Housing and Commerce Bank (HCB) is a bank in Asmara Eritrea.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
165,Plant,Plant,Guzmania septata.  Guzmania septata is a species of plant in the Bromeliaceae family. It is endemic to Ecuador. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests. It is threatened by habitat loss.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
166,NaturalPlace,NaturalPlace,Wind River (Washington).  The Wind River is a tributary of the Columbia River in the U.S. state of Washington. Its entire course of 30 miles (48 km) lies within Skamania County. Crusattes River is an old variant name.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
167,Athlete,Athlete,Shota Horie.  Shota Horie (堀江翔太 Horie Shōta) (born 21 January 1986 in Osaka Japan) is a Japanese rugby union footballer. His preferred position is hooker although he can also play in the back row. He represents Japan at the international level. He has played for the Panasonic Wild Knights in the domestic Japanese Top League competition and in 2013 began playing Super Rugby with the Melbourne Rebels in Australia.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 1, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
168,Building,Building,Grand Hotel Prishtina.  The Grand Hotel Prishtina is a hotel situated in the Mother Theresa Boulevard in downtown Pristina the capital of Kosovo. It was a remarkable icon of the city from its inauguration and well into the nineties until the rapid development of Pristina outburst.Prior to the Kosovo War of 1999 the hotel was owned by the Yugoslav government. Its owner now is Unio Commerce.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
169,Film,Film,God's Gun.  God's Gun (also known as Diamante Lobo) is a 1975 Italian–Israeli Spaghetti Western filmed in Israel directed by Gianfranco Parolini (credited as Frank Kramer) and starring Lee Van Cleef. Jack Palance plays the head of a malicious group of bandits and Van Cleef plays a double-role of brothers: a priest and a reformed gunfighter determined to stop them.Leif Garrett also plays a vital part in the film as a fatherless kid who brings the reformed gunfighter to town.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
170,MeanOfTransportation,OfficeHolder,HNLMS Abraham van der Hulst (1946).  HNLMS Abraham van der Hulst was a Jan van Amstel-class minesweeper of the Royal Netherlands Navy.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
171,Film,Film,Kaaterskill Falls (film).  Kaaterskill Falls is an independent American film made in 2000 and released in 2001. It is a remake of Roman Polanski's Knife in the Water set and filmed in the Catskill Mountains. Directed by Josh Apter and Peter Olsen.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
172,WrittenWork,WrittenWork,Missee Lee.  Missee Lee is the tenth book of Arthur Ransome's Swallows and Amazons series of children's books set in 1930s China. The Swallows and Amazons are on a round-the-world trip with Captain Flint aboard the schooner Wild Cat. After the Wild Cat sinks they escape in the Swallow and Amazon but are separated in a storm.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,1
173,Film,Film,The Midnight Game.  The Midnight Game is a 2013 supernatural thriller film directed by A.D. Calvo.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
174,OfficeHolder,OfficeHolder,Anouchka van Miltenburg.  Anouchka van Miltenburg (born April 20 1967) is a Dutch politician of the People's Party for Freedom and Democracy (VVD). She has been the President of the House of Representatives since September 25 2012 and a Member of the House of Representatives since January 30 2003.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
175,Athlete,OfficeHolder,Victor Guillen.  Victor Guillen (1892 – 23 July 1968) was a West Indian cricket umpire. He stood in two Test matches between 1935 and 1948.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
176,Company,EducationalInstitution,Cyberinfrastructure for Network Science Center.  The Cyberinfrastructure for Network Science (CNS) Center was founded in October 2005 by Professor Katy Börner at Indiana University. The Center’s mission is to advance datasets and tools for the study of biomedical social and behavioral science physics and other networks.,"{""Company"": 0, ""EducationalInstitution"": 1, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
177,Film,Film,Children of the Damned.  Children of the Damned is a 1964 science fiction film a thematic sequel to the 1960 version of Village of the Damned. It is about a group of children with similar psi-powers to the original seeding but enabling an opposite interpretation of the children being a more good and more pure form of human instead of totally evil and totally alien.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
178,Animal,Animal,Stegazopteryx.  Stegazopteryx ivimkaensis is a species of beetle in the family Carabidae the only species in the genus Stegazopteryx.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
179,Animal,Animal,Iuticosaurus.  Iuticosaurus (meaning Jute lizard) is the name given to a genus of dinosaur from the Early Cretaceous of the Isle of Wight. Iuticosaurus was a sauropod specifically a titanosaur.In 1887 Richard Lydekker described two sauropod tail vertebrae found by William D. Fox near Brook Bay on Wight BMNH R146a en BMNH 151 and referred them to the genus Ornithopsis despite indicating their similarity to Titanosaurus because the tail of Ornithopsis was unknown.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
180,Plant,Plant,Eustoma russellianum.  Eustoma russellianum is a species of flowering plant in the Gentian family. Its previous binomial name was Eustoma grandiflorum. Common names include Texas bluebells Texas bluebell Bluebell Showy prairie gentian Prairie gentian The Bolero Deep Blue and Lisianthus.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
181,Film,Film,Four Girls in White.  Four Girls in White is a 1939 Drama directed by S. Sylvan Simon starring Florence Rice and Una Merkel. The comical exploits of four nursing students enrolled in a three-year training course.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
182,Animal,Animal,Galomecalpa.  Galomecalpa is a genus of moths belonging to the Tortricidae family.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
183,MeanOfTransportation,MeanOfTransportation,Adaro Chirta.  The Adaro 1.E.7 Chirta was a Spanish military trainer aircraft built shortly before the outbreak of the Spanish Civil War.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 1, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
184,Building,Building,Kentucky Hotel.  The Kentucky Hotel is a historic hotel building located at Lynchburg Virginia. It is one of Lynchburg's three remaining early 19th century ordinaries. It was probably built before 1800 and is a 2 1⁄2-story structure of brick laid in Flemish bond. In about 1814 two side bays were completed converting the house to a center hall plan.It was listed on the National Register of Historic Places in 1986. It is located in the Fifth Street Historic District.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
185,OfficeHolder,OfficeHolder,Rod Zimmer.  Rod A. A. Zimmer (born December 19 1942) is a former Canadian senator. Zimmer was previously a Winnipeg Manitoba businessman and philanthropist. He was also a significant fundraiser for the Liberal Party of Canada. He resigned suddenly from the Senate on August 2 2013 due to ill health.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
186,Company,Company,Mitchell Corporation.  Mitchell Corporation (株式会社ミッチェル) is a Japanese video game developer based in the Suginami ward of Tokyo. Roy Ozaki serves as president and Koichi Niida serves as vice-president. Some employees are former Capcom and TAD Corporation employees. The company was originally established on February 1 1960 as an import/export business by the father of Roy Ozaki.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
187,Film,Film,Cool Dimension: Innocent Assassin.  Cool Dimension: Innocent Assassin is a 2006 Japanese superhero film produced by Geneon Entertainment. It was released in Japan on October 14 2006 and in the United States on October 24 2006.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
188,Animal,Animal,Padenia triseparata.  Padenia triseparata is a moth of the Arctiidae family. It was described by Debauche in 1938. It is found on Sulawesi.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
189,WrittenWork,WrittenWork,Footfall.  Footfall is a 1985 science fiction novel written by Larry Niven and Jerry Pournelle. It was nominated for both the Hugo and Locus Awards in 1986 and was a No. 1 New York Times Bestseller.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,1
190,Artist,Artist,Fabrizio Santafede.  Fabrizio Santafede (c. 1560–1635) was an Italian painter of the late-Renaissance and early-Baroque periods. He painted in a late-Mannerist style. He was a pupil of his father the painter Francesco Santafede and later a pupil of Francesco Curia and Andrea Sabbatini[citation needed]. Although he was born and died in Naples he traveled extensively including Bologna Florence Rome and Venice in his study of the great masters. He became a merchant of antiquities and paintings himself.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
191,Artist,Artist,Frances Leviston.  Frances Leviston (born 1982) is a British poet.Born in Edinburgh Frances Leviston later moved to Sheffield. She studied at St Hilda's College in Oxford University where she read English. Leviston then began an MA in Creative Writing at Sheffield Hallam University. There she won their Ictus Prize in 2004 which led to the publication of her first pamphlet Lighter. She won an Eric Gregory Award for poets under 30 years of age in 2006.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
192,Plant,Plant,Quercus wislizeni.  Quercus wislizeni known by the common names Interior Live Oak and Sierra Live Oak is an evergeen oak highly variable and often shrubby found in areas of California in the United States. It also occurs south into northern Baja California in Mexico. It generally occurs in foothills being most abundant in the lower altitudes of the Sierra Nevada but also widespread in the Pacific Coast Ranges and the San Gabriel Mountains.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
193,Company,Company,M&M Meat Shops.  M&M Meat Shops (French: Les aliments M&M) is the largest specialty frozen food store chain in Canada. The company is headquartered in Kitchener Ontario and has locations in all ten provinces the Yukon and Northwest Territories; the company formerly had operations in the Midwestern United States under the MyMenu brand that was discontinued in early 2011.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
194,WrittenWork,WrittenWork,Psychomusicology: Music Mind and Brain.  Psychomusicology: Music Mind and Brain is a peer-reviewed academic journal published by the American Psychological Association. It appears biannually and covers research on music perception cognition; and neuroscience. The current editor-in-chief is Annabel J. Cohen (University of Prince Edward Island). The journal was established in 1981 as Psychomusicology subtitled A Journal of Research in Music Cognition.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,1
195,Artist,Artist,Takashi Okazaki.  Takashi Okazaki (岡崎 能士 Okazaki Takashi) is a Japanese manga artist visual designer and graphic designer most notable for writing and illustrating the manga series Afro Samurai.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
